video_id,title,snr_score,clarity_proxy,depth_proxy,penalty_score,clarity_z,depth_z,penalty_z,snr_engine_score
aircAruvnKk,But what is a neural network? | Deep learning chapter 1,4.5,13.802200416294976,0.7263394420240248,0.3,0.4578384893498589,-0.6382372787721488,-0.6608961973654095,0.5706968026542646
Unzc731iCUY,How to Speak,4.0,34.998403648802736,0.5961129649837864,1.9,3.376528122813945,-0.9246039531114443,0.32515279150462606,0.9008092933466244
qp0HIF3SfI4,How Great Leaders Inspire Action | Simon Sinek | TED,3.0,10.977807046427396,0.6207388012321707,7.206541741231492,0.06892319357582895,-0.8704519942352558,3.5954716154658457,-3.996236015795559
arj7oStGLkU,Inside the Mind of a Master Procrastinator | Tim Urban | TED,2.5,5.3136363636363635,0.6656043087459139,4.0232637052679445,-0.7110257469343747,-0.7717932078558513,1.633679060057065,-2.3750885374521777
tXLoBs0ipsI,"It took 20 years, but we finally found it",4.5,19.917666126418155,0.6721796249235922,1.5,1.2999301685128088,-0.7573341556774736,0.07864054428711721,0.1926574621305504
oONma_591PY,think before coming to USA (2024),2.5,12.595768866435112,1.6763082022899005,2.2,0.29171443310097006,1.4507341868346921,0.510036976917758,0.3611873330500731
AZN4DrVYWPU,7 Ways To Make Money With AI In 2025! ðŸ¤‘,1.0,4.938169257340243,0.6571835425373752,1.236966007543011,-0.7627270794245516,-0.7903103855399473,-0.08346220715079697,-0.6930565253314525
1X8sN-DIlbw,Project Stargate Explained & How You Can Remain Relevant in the AI Era,3.0,5.053968253968255,1.4921972658007403,0.046271592831266604,-0.7467817081089297,1.045876144214041,-0.8172640969506184,0.9668113150031741
uB9yZenVLzg,This video will change your mind about the AI hype,3.5,16.684228769497402,1.6786882552241762,1.1,0.8546900474128961,1.455967898588481,-0.16787170293039164,1.3232006759310802
2V7yPrxJ8Ck,The LeetCode Fallacy,3.5,4.209863588667366,1.3459638824372122,0.34374212848411356,-0.8630138233206734,0.7243104486431048,-0.6339387713886699,0.5645870840498857
8wysIxzqgPI,My Brain after 569 Leetcode Problems,3.5,8.238095238095237,0.6856625401739376,0.9146962107475263,-0.30833156124717204,-0.7276853646758791,-0.28207083669675914,-0.23593762626476644
VUVpTZVa7Ls,Count Vowels Permutation - Dynamic Programming - Leetcode 1220 - Python,4.5,7.3597869507323574,1.381705128905037,0.024802563782402583,-0.42927347075764904,0.8029050794766608,-0.830495043441652,1.0173108478011579
q5ANAl8Z458,132 Pattern - Leetcode 456 - Python,4.5,14.306211723534558,0.5995966023913583,1.3,0.527240191223181,-0.9169434705299945,-0.04461557932163721,-0.15023606033176953
xo7XrRVxH8Y,8 patterns to solve 80% Leetcode problems,4.5,9.888634996993387,1.5643301949373132,0.014878954803257481,-0.08105438188289467,1.204495708350832,-0.8366107713165443,1.3983314345505131
xauCQpnbNAM,Russell's Paradox - A Ripple in the Foundations of Mathematics,4.5,11.029396771452847,0.7078848027142172,0.5045529916730465,0.07602703165349547,-0.67881883949154,-0.5348341532344418,0.23343824931541957
2MCt3AxCL6I,The Dark Sky Paradox - A Never-Ending Universe,4.5,9.022784810126582,0.6513183768960116,2.2167880511138622,-0.20028082714858736,-0.8032078240435431,0.5203831274339593,-1.0221274530300244
QxeevqNAVPA,The future of job market with AI #AIWithAish,2.5,3.455591054313099,0.6641696567142138,0.06554972659535742,-0.9668761708683772,-0.7749479928157879,-0.8053833567597539,-0.06552872508232865
C3LdrX1Cd84,H1B New Proposed Rule Will DESTROY Entry-Level H1B Jobs | Explained By Lawyer,2.5,6.5507300989166275,0.6380679751849838,0.3321938927444213,-0.5406795476090023,-0.8323453201801719,-0.6410557252476426,-0.04545670864694451
J5Ud_RdDtMw,Brainrot is Ruining You | Documentary Film,4.0,11.383186130193002,0.6327056552748883,2.103152979782633,0.12474336648279818,-0.8441370061283602,0.45035203544250113,-0.8100488552652821
PLSDUsi4vY8,Why Your 9-5 Job Won't Exist in 10 Years | The Future Of Work,2.5,6.50688042752171,1.6947457058735587,0.6270649350182241,-0.5467175903625681,1.4912780662697442,-0.4593324170719321,0.9316126550255202
NcxDPjhDlgg,You Could Become a Millionaire in 3-5 Years,1.0,20.16570008285004,1.802199687828386,0.5,1.3340841219092625,1.7275682597563624,-0.537640073756655,2.0684662645894676
Y6qPdbikZcY,The GREATEST Nofap Benefit (I WAS WRONG!),3.0,2.9360544217687075,1.5031420531757362,0.06743238309372968,-1.0384156898557477,1.0699436183035063,-0.804223112049373,0.8199870762732523
9R_BCfEipZs,Who did the FÃ¼hrer Trust? Hitler's Inner Circle,4.5,1.6424628450106158,0.7245089019759965,3.0371850445230186,-1.2165415685145178,-0.6422626173800324,1.0259778935734067,-1.9553799865206818
